"Identifier,""	Property"",""		     Value (K)"",""		Std"","" 	N"",       Name,""	              Comment"",            Reference "
1,       glass transition point, 289.08, 0.57, 3,Stejfa Vojtech, 0.5 K/min (TA DSC Discovery 2500), Stejfa Vojtech email 12/03/2025
