Phenylpiracetam Form A,,,,,,,
Identifier,Property,Value (Degrees),Std,N,Name,Comment,Reference
1,Angle alpha @296.15K,76.86754,0.00944,1,Nicolas Couvrat ,Experimental data,Unpublished experimental data
2,Angle alpha @304.15K,76.87101,0.00969,1,Nicolas Couvrat ,Experimental data,Unpublished experimental data
3,Angle alpha @314.15K,76.893,0.00934,1,Nicolas Couvrat ,Experimental data,Unpublished experimental data
4,Angle alpha @324.15K,76.89714,0.00876,1,Nicolas Couvrat ,Experimental data,Unpublished experimental data
5,Angle alpha @335.15K,76.90992,0.00867,1,Nicolas Couvrat ,Experimental data,Unpublished experimental data
6,Angle alpha @345.15K,76.92738,0.00862,1,Nicolas Couvrat ,Experimental data,Unpublished experimental data
7,Angle alpha @355.15K,76.91784,0.00652,1,Nicolas Couvrat ,Experimental data,Unpublished experimental data
