Phenylpiracetam Form A
Identifier,	Property,		     Value (mole fraction),		Std, 	N,       Name,	              Comment,            Reference 
1,          Solubility,  0.01252, 0.00031, 6, Feliciano, acetonitrile 298.15K, 
